Unnamed: 0,budget,genres,id,keywords,original_language,original_title,overview,popularity,production_companies,release_date,revenue,runtime,spoken_languages,tagline,vote_average,vote_count,cast,crew,director,important_feature,weighted_avg
2809,7000000,"['horror', 'thriller', 'adventure']",578,"['fishing', 'atlantic ocean', 'bathing']",en,Jaws,"An insatiable great white shark terrorizes the townspeople of Amity Island, The police chief, an oceanographer and a grizzled shark hunter seek to destroy the bloodthirsty beast.",50.152327,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Zanuck/Brown Productions"", ""id"": 1865}]",1975-06-18,470654000,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Don't go in the water.,7.5,2542,"['roy scheider', 'robert shaw', 'richard dreyfuss']","['john williams', 'steven spielberg', 'john m. dwyer']",Steven Spielberg,fishing atlantic ocean bathing roy scheider robert shaw richard dreyfuss john williams steven spielberg john m. dwyer Steven Spielberg horror thriller adventure,4.753715123908451
2810,11000000,"['comedy', 'romance']",2105,"['graduation', 'innocence', 'coming of age']",en,American Pie,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score."" by their senior prom.",60.767168,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Newmarket Capital Group"", ""id"": 506}, {""name"": ""Zide-Perry Productions"", ""id"": 3169}]",1999-07-09,235483004,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",There's nothing like your first piece.,6.4,2296,"['jason biggs', 'chris klein', 'thomas ian nicholas']","['chris bender', 'richard legrand jr.', 'priscilla nedd-friendly']",Chris Weitz,graduation innocence coming of age jason biggs chris klein thomas ian nicholas chris bender richard legrand jr. priscilla nedd-friendly Chris Weitz comedy romance,3.9837179912008653
2824,15000000,"['science fiction', 'drama', 'thriller']",76726,"['seattle', 'telekinesis', 'friendship']",en,Chronicle,"Three high school students make an incredible discovery, leading to their developing uncanny powers beyond their understanding. As they learn to control their abilities and use them to their advantage, their lives start to spin out of control, and their darker sides begin to take over.",64.504747,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Adam Schroeder Productions"", ""id"": 43394}]",2012-02-01,145000000,84.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",What are you capable of?,6.6,1935,"['dane dehaan', 'alex russell', 'michael b. jordan']","['ronna kress', 'john davis', 'johnny breedt']",Josh Trank,seattle telekinesis friendship dane dehaan alex russell michael b. jordan ronna kress john davis johnny breedt Josh Trank science fiction drama thriller,3.8558922075172473
2838,12000000,"['romance', 'drama']",222935,"['amsterdam', 'based on novel', 'support group']",en,The Fault in Our Stars,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.",74.358971,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Temple Hill Entertainment"", ""id"": 12292}, {""name"": ""TSG Entertainment"", ""id"": 22213}]",2014-05-16,307166834,125.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",One Sick Love Story,7.6,3759,"['shailene woodley', 'ansel elgort', 'nat wolff']","['ronna kress', 'erno das', 'wyck godfrey']",Josh Boone,amsterdam based on novel support group shailene woodley ansel elgort nat wolff ronna kress erno das wyck godfrey Josh Boone romance drama,5.4152567747168305
2847,12000000,"['drama', 'mystery', 'romance']",286565,"['friendship', 'high school', 'teenager']",en,Paper Towns,"Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs back into his life-dressed like a ninja and summoning him for an ingenious campaign of revenge-he follows. After their all-nighter ends and a new day breaks, Q arrives at school to discover that Margo, always an enigma, has now become a mystery. But Q soon learns that there are clues-and they're for him. Urged down a disconnected path, the closer he gets, the less Q sees of the girl he thought he knew.",64.610671,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}]",2015-06-18,85512300,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Get Lost. Get Found.,6.1,1937,"['nat wolff', 'cara delevingne', 'justice smith']","['ronna kress', 'wyck godfrey', 'marty bowen']",Jake Schreier,friendship high school teenager nat wolff cara delevingne justice smith ronna kress wyck godfrey marty bowen Jake Schreier drama mystery romance,3.6023613038696496
2862,0,"['comedy', 'drama', 'science fiction']",122906,"['london england', 'father son relationship', 'time travel']",en,About Time,"The night after another unsatisfactory New Year party, Tim's father tells his son that the men in his family have always had the ability to travel through time. Tim can't change history, but he can change what happens and has happened in his own life – so he decides to make his world a better place... by getting a girlfriend. Sadly, that turns out not to be as easy as he thinks.",74.817641,"[{""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Translux"", ""id"": 14384}]",2013-08-16,87100449,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",What if every moment in life came with a second chance?,7.8,2067,"['domhnall gleeson', 'rachel mcadams', 'bill nighy']","['nicky kentish barnes', 'tim bevan', 'eric fellner']",Richard Curtis,london england father son relationship time travel domhnall gleeson rachel mcadams bill nighy nicky kentish barnes tim bevan eric fellner Richard Curtis comedy drama science fiction,4.579500350427267
2905,10000000,"['thriller', 'crime']",107,"['gypsy', 'bare knuckle boxing', 'slang']",en,Snatch,"The second film from British director Guy Ritchie. Snatch tells an obscure story similar to his first fast-paced crazy character-colliding filled film “Lock, Stock and Two Smoking Barrels.” There are two overlapping stories here – one is the search for a stolen diamond, and the other about a boxing promoter who’s having trouble with a psychotic gangster.",53.595686,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""SKA Films"", ""id"": 13419}]",2000-09-01,83557872,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Stealin' Stones and Breakin' Bones.,7.7,2912,"['jason statham', 'brad pitt', 'vinnie jones']","['steve tisch', 'lucinda syson', 'john murphy']",Guy Ritchie,gypsy bare knuckle boxing slang jason statham brad pitt vinnie jones steve tisch lucinda syson john murphy Guy Ritchie thriller crime,5.088597053802002
2912,11000000,"['adventure', 'action', 'science fiction']",11,"['android', 'galaxy', 'hermit']",en,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,126.393695,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",1977-05-25,775398007,121.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","A long time ago in a galaxy far, far away...",8.1,6624,"['mark hamill', 'harrison ford', 'carrie fisher']","['george lucas', 'george lucas', 'george lucas']",George Lucas,android galaxy hermit mark hamill harrison ford carrie fisher george lucas george lucas george lucas George Lucas adventure action science fiction,6.543228271692373
2966,10500000,"['science fiction', 'mystery', 'adventure']",62,"['moon', 'jupiter', 'artificial intelligence']",en,2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",86.201184,"[{""name"": ""Stanley Kubrick Productions"", ""id"": 385}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",1968-04-10,68700000,149.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",An epic drama of adventure and exploration,7.9,2998,"['keir dullea', 'gary lockwood', 'william sylvester']","['stanley kubrick', 'stanley kubrick', 'stanley kubrick']",Stanley Kubrick,moon jupiter artificial intelligence keir dullea gary lockwood william sylvester stanley kubrick stanley kubrick stanley kubrick Stanley Kubrick science fiction mystery adventure,5.258202489323471
2967,10500000,"['science fiction', 'adventure', 'family']",601,"['farewell', 'homesickness', 'nasa']",en,E.T. the Extra-Terrestrial,"After a gentle alien becomes stranded on Earth, the being is discovered and befriended by a young boy named Elliott. Bringing the extraterrestrial into his suburban California house, Elliott introduces E.T., as the alien is dubbed, to his brother and his little sister, Gertie, and the children decide to keep its existence a secret. Soon, however, E.T. falls ill, resulting in government intervention and a dire situation for both Elliott and the alien.",56.105798,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}]",1982-04-03,792910554,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",He is afraid. He is alone. He is three million light years from home.,7.3,3269,"['henry thomas', 'drew barrymore', 'robert macnaughton']","['john williams', 'steven spielberg', 'steven spielberg']",Steven Spielberg,farewell homesickness nasa henry thomas drew barrymore robert macnaughton john williams steven spielberg steven spielberg Steven Spielberg science fiction adventure family,5.015439181470933
2975,10000000,['drama'],489,"['baseball', 'boston', 'professor']",en,Good Will Hunting,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",43.734886,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Lawrence Bender Productions"", ""id"": 2253}, {""name"": ""Be Gentlemen Limited Partnership"", ""id"": 23201}]",1997-12-05,225933435,126.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Some people can never believe in themselves, until someone believes in them.",7.9,2811,"['robin williams', 'matt damon', 'ben affleck']","['lawrence bender', 'heidi vogel', 'suzanne smith']",Gus Van Sant,baseball boston professor robin williams matt damon ben affleck lawrence bender heidi vogel suzanne smith Gus Van Sant drama,5.152471786794469
3057,20000000,['drama'],73,"['usa', 'neo-nazi', 'prison']",en,American History X,"Derek Vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into/steal his truck. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",73.567232,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""The Turman-Morrissey Company"", ""id"": 924}, {""name"": ""Savoy Pictures"", ""id"": 11308}]",1998-10-30,23875127,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Some Legacies Must End.,8.2,3016,"['edward norton', 'edward furlong', ""beverly d'angelo""]","['steve tisch', 'gerald b. greenberg', 'tony kaye']",Tony Kaye,usa neo-nazi prison edward norton edward furlong beverly d'angelo steve tisch gerald b. greenberg tony kaye Tony Kaye drama,5.453460691478753
3158,11000000,"['horror', 'action', 'thriller']",348,"['android', 'countdown', 'space marine']",en,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",94.184658,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Brandywine Productions"", ""id"": 19747}]",1979-05-25,104931801,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",In space no one can hear you scream.,7.9,4470,"['tom skerritt', 'sigourney weaver', 'veronica cartwright']","['ridley scott', 'mary selway', 'david giler']",Ridley Scott,android countdown space marine tom skerritt sigourney weaver veronica cartwright ridley scott mary selway david giler Ridley Scott horror action thriller,5.872399339264376
3169,9000000,"['horror', 'thriller']",238636,"['bus', 'assault rifle', 'sniper']",en,The Purge: Anarchy,"Three groups of people are trying to survive Purge Night, when their stories intertwine and are left stranded in The Purge trying to survive the chaos and violence that occurs.",82.975841,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Why Not Productions"", ""id"": 729}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""5150 Action"", ""id"": 47354}]",2014-07-17,108782847,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Welcome to America, where one night a year, all crime Is legal.",6.6,1954,"['frank grillo', 'carmen ejogo', 'zach gilford']","['terri taylor', 'michael bay', 'brad ricker']",James DeMonaco,bus assault rifle sniper frank grillo carmen ejogo zach gilford terri taylor michael bay brad ricker James DeMonaco horror thriller,3.869557366624332
